Serial No,Location,Apartment_size,Bed,Bath,Price,Area,Area_code
1222,"Gandaria, Sutrapur, Dhaka",850,3,2,20000,Sutrapur,332
1223,"Sector 3, Uttara, Dhaka",1565,3,3,35000,Uttara,600
1224,"Madhya Ajampur, Dakshin Khan, Dhaka",800,2,2,12000,Dakshin Khan,421
1225,"2nd Lane, Gopibag, Motijheel, Dhaka",1600,3,3,38000,Motijheel,3
1226,"Gulshan 2, Gulshan, Dhaka",3187,3,3,80000,Gulshan,346
1227,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,18000,Adabor,51
1228,"East Rampura, Rampura, Dhaka",1150,3,3,18000,Rampura,319
1229,"Sector 1, Uttara, Dhaka",1235,3,3,35000,Uttara,589
1230,"Shantinagar, Dhaka",1350,3,3,32000,Shantinagar,619
1231,"Gulshan 2, Gulshan, Dhaka",2500,3,3,100000,Gulshan,346
1232,"Gulshan 1, Gulshan, Dhaka",800,2,1,40000,Gulshan,345
1233,"Sector 4, Uttara, Dhaka",1525,3,4,55000,Uttara,601
1234,"Satarkul, Uttar Badda, Badda, Dhaka",1000,3,2,12000,Satarkul,571
1235,"Sector 3, Uttara, Dhaka",1250,3,3,25000,Uttara,600
1236,"Gulshan 1, Gulshan, Dhaka",2400,3,4,70000,Gulshan,345
1237,"Sector 13, Uttara, Dhaka",1700,3,3,30000,Uttara,593
1238,"Sector 10, Uttara, Dhaka",1875,3,4,65000,Uttara,590
1239,"Block C, Bashundhara R-A, Dhaka",1900,3,4,40000,Bashundhara,141
1240,"Sector 3, Uttara, Dhaka",2700,4,4,60000,Uttara,600
1241,"Block F, Bashundhara R-A, Dhaka",1880,3,3,30000,Bashundhara,220
1242,"Block A, Bashundhara R-A, Dhaka",2400,4,4,50000,Bashundhara,73
1243,"Gulshan 1, Gulshan, Dhaka",2500,3,3,100000,Gulshan,345
1244,"Gulshan 1, Gulshan, Dhaka",2270,3,3,100000,Gulshan,345
1245,"Block C, Bashundhara R-A, Dhaka",1900,3,4,40000,Bashundhara,141
1246,"Block C, Bashundhara R-A, Dhaka",1900,3,4,40000,Bashundhara,141
1247,"Gulshan 1, Gulshan, Dhaka",3500,4,4,200000,Gulshan,345
1248,"Manikdi, Cantonment, Dhaka",1254,3,3,15000,Cantonment,428
1249,"Dhanmondi, Dhaka",1616,3,3,45000,Dhanmondi,296
1250,"Block A, Section 10, Mirpur, Dhaka",1450,3,3,25000,Mirpur,97
1251,"Gandaria, Sutrapur, Dhaka",1000,3,2,14000,Sutrapur,332
1252,"Block F, Bashundhara R-A, Dhaka",2000,3,4,40000,Bashundhara,220
1253,"PC Culture Housing, Mohammadpur, Dhaka",920,2,2,16500,Mohammadpur,519
1254,"Block D, Bashundhara R-A, Dhaka",1450,3,3,36000,Bashundhara,173
1255,"Sector 10, Uttara, Dhaka",2100,3,4,35000,Uttara,590
1256,"Sector 13, Uttara, Dhaka",1000,3,2,22000,Uttara,593
1257,"Priyanka City, Sector 12, Uttara, Dhaka",1050,3,2,16000,Uttara,533
1258,"Block C, Section 2, Mirpur, Dhaka",1600,3,3,32000,Mirpur,163
1259,"Baridhara, Dhaka",3300,4,4,100000,Baridhara,59
1260,"Block H, Bashundhara R-A, Dhaka",1450,3,4,30000,Bashundhara,238
1261,"Block G, Bashundhara R-A, Dhaka",850,2,2,17000,Bashundhara,230
1262,"West Monipur, Mirpur, Dhaka",850,2,2,20000,Mirpur,718
1263,"Block D, Lalmatia, Dhaka",1900,3,4,60150,Lalmatia,184
1264,"Block H, Bashundhara R-A, Dhaka",1450,3,4,30000,Bashundhara,238
1265,"Sector 7, Uttara, Dhaka",1985,3,4,45000,Uttara,604
1266,"Dhanmondi, Dhaka",1800,3,4,120000,Dhanmondi,296
1267,"Block A, Bashundhara R-A, Dhaka",1850,3,3,32000,Bashundhara,73
1268,"Block H, Bashundhara R-A, Dhaka",600,1,1,12000,Bashundhara,238
1269,"Sector 3, Uttara, Dhaka",1850,3,4,65000,Uttara,600
1270,"Block A, Bashundhara R-A, Dhaka",1800,3,3,35000,Bashundhara,73
1271,"Baitul Aman Housing Society, Adabor, Dhaka",1300,3,3,20000,Adabor,51
1272,"Sector 4, Uttara, Dhaka",3144,4,5,80000,Uttara,601
1273,"Banani, Dhaka",2550,3,4,100000,Banani,54
1274,"Banani, Dhaka",2450,3,4,100000,Banani,54
1275,"Khilkhet, Dhaka",1050,3,2,15000,Khilkhet,403
1276,"Khilkhet, Dhaka",1050,3,2,15000,Khilkhet,403
1277,"Rokonpur, Kolta Bazar, Sutrapur, Dhaka",1100,4,2,21000,Sutrapur,563
1278,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",800,2,1,18000,Mirpur,39
1279,"Sector 3, Uttara, Dhaka",1850,3,3,45000,Uttara,600
1280,"Block A, Bashundhara R-A, Dhaka",1450,3,4,25000,Bashundhara,73
1281,"Middle Badda, Badda, Dhaka",1000,3,3,30000,Badda,440
1282,"Sector 1, Uttara, Dhaka",2750,5,6,75000,Uttara,589
1283,"Block K, Baridhara, Dhaka",4500,3,4,450000,Baridhara,253
1284,"Block C, Bashundhara R-A, Dhaka",2200,3,3,40000,Bashundhara,141
1285,"Block A, Bashundhara R-A, Dhaka",2400,4,4,50000,Bashundhara,73
1286,"Block I, Bashundhara R-A, Dhaka",1100,3,3,20000,Bashundhara,244
1287,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800,2,2,14500,Mohammadpur,459
1288,"Tikatuli, Sutrapur, Dhaka",700,2,2,15000,Sutrapur,681
1289,"Sector 4, Uttara, Dhaka",1500,3,3,28000,Uttara,601
1290,"Block C, Bashundhara R-A, Dhaka",1644,3,3,40000,Bashundhara,141
1291,"Block C, Bashundhara R-A, Dhaka",1644,3,3,40000,Bashundhara,141
1292,"Section 1, Mirpur, Dhaka",1400,3,3,20000,Mirpur,575
1293,"Mohakhali DOHS, Dhaka",2700,4,4,100000,Mohakhali,456
1294,"Block C, Bashundhara R-A, Dhaka",1553,3,3,26000,Bashundhara,141
1295,"Block B, Bashundhara R-A, Dhaka",1450,3,3,25000,Bashundhara,107
1296,"New Market, Dhaka",1450,3,3,25000,New Market,488
1297,"Sector 14, Uttara, Dhaka",950,2,2,18000,Uttara,594
1298,"Sector 14, Uttara, Dhaka",1300,3,3,20000,Uttara,594
1299,"Sector 12, Uttara, Dhaka",900,2,2,18000,Uttara,592
1300,"East Rampura, Rampura, Dhaka",800,2,2,15000,Rampura,319
1301,"Sector 4, Uttara, Dhaka",1450,3,3,50000,Uttara,601
1302,"Uttara, Dhaka",700,2,2,12000,Uttara,695
1303,"Uttara, Dhaka",700,2,2,13000,Uttara,695
1304,"Block K, Baridhara, Dhaka",3000,3,4,200000,Baridhara,253
1305,"Sector 12, Uttara, Dhaka",2475,3,3,45000,Uttara,592
1306,"Sector 3, Uttara, Dhaka",1494,3,3,32000,Uttara,600
1307,"Sector 10, Uttara, Dhaka",900,2,2,16000,Uttara,590
1308,"Block K, Baridhara, Dhaka",3000,4,4,150000,Baridhara,253
1309,"Block K, Baridhara, Dhaka",4500,3,4,450000,Baridhara,253
1310,"Shantibag, Malibagh, Dhaka",600,2,1,16000,Malibagh,618
1311,"Block A, Lalmatia, Dhaka",1704,3,3,50000,Lalmatia,85
1312,"Block D, Bashundhara R-A, Dhaka",2450,3,4,60000,Bashundhara,173
1313,"Block G, Bashundhara R-A, Dhaka",1500,3,3,21000,Bashundhara,230
1314,"Block C, Bashundhara R-A, Dhaka",1900,3,3,37000,Bashundhara,141
1315,"Sector 13, Uttara, Dhaka",700,2,1,15000,Uttara,593
1316,"Block C, Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara,141
1317,"Shantinagar, Dhaka",700,2,2,18000,Shantinagar,619
1318,"Sector 3, Uttara, Dhaka",1400,3,3,25000,Uttara,600
1319,"Sector 5, Uttara, Dhaka",1400,3,3,30000,Uttara,602
1320,"Sector 11, Uttara, Dhaka",1500,3,4,30000,Uttara,591
1321,"Gulshan 2, Gulshan, Dhaka",2400,3,3,115000,Gulshan,346
1322,"East Kazipara, Mirpur, Dhaka",1100,3,2,16000,Mirpur,309
1323,"Block F, Bashundhara R-A, Dhaka",1800,3,3,30000,Bashundhara,220
1324,"Block C, Bashundhara R-A, Dhaka",1644,3,3,40000,Bashundhara,141
1325,"Section 7, Mirpur, Dhaka",1700,3,3,20000,Mirpur,583
1326,"West Shewrapara, Mirpur, Dhaka",800,2,2,11500,Mirpur,724
1327,"Block C, Bashundhara R-A, Dhaka",1250,3,3,22000,Bashundhara,141
1328,"Gandaria, Sutrapur, Dhaka",1050,3,2,15000,Sutrapur,332
1329,"Gandaria, Sutrapur, Dhaka",1000,3,2,15000,Sutrapur,332
1330,"South Goran, Goran, Khilgaon, Dhaka",600,2,1,10500,Khilgaon,646
1331,"Sector 11, Uttara, Dhaka",2400,4,4,45000,Uttara,591
1332,"Sector 12, Uttara, Dhaka",1550,3,4,25000,Uttara,592
1333,"Section 2, Mirpur, Dhaka",800,2,2,15000,Mirpur,581
1334,"Baridhara, Dhaka",6300,4,5,400000,Baridhara,59
1335,"Block G, Bashundhara R-A, Dhaka",1480,3,3,30000,Bashundhara,230
1336,"Block K, Baridhara, Dhaka",4500,3,4,450000,Baridhara,253
1337,"RK Mission Road, Gopibag, Motijheel, Dhaka",950,2,2,15000,Motijheel,537
1338,"Madhya Ajampur, Dakshin Khan, Dhaka",800,2,2,13000,Dakshin Khan,421
1339,"Sector 14, Uttara, Dhaka",900,2,2,18000,Uttara,594
1340,"PC Culture Housing, Mohammadpur, Dhaka",450,1,1,13000,Mohammadpur,519
1341,"Block A, Bashundhara R-A, Dhaka",1888,3,4,50000,Bashundhara,73
1342,"Block A, Bashundhara R-A, Dhaka",1888,3,4,50000,Bashundhara,73
1343,"Sector 3, Uttara, Dhaka",1850,3,3,45000,Uttara,600
1344,"Sector 12, Uttara, Dhaka",1500,3,3,20000,Uttara,592
1345,"Sector 11, Uttara, Dhaka",1400,3,4,32000,Uttara,591
1346,"Block C, Bashundhara R-A, Dhaka",1250,3,3,20000,Bashundhara,141
1347,"Sector 9, Uttara, Dhaka",900,2,2,18650,Uttara,605
1348,"Sector 13, Uttara, Dhaka",1000,2,2,16000,Uttara,593
1349,"Sector 12, Uttara, Dhaka",850,2,2,17000,Uttara,592
1350,"Sector 12, Uttara, Dhaka",850,2,2,17000,Uttara,592
1351,"Sector 12, Uttara, Dhaka",1850,3,3,30000,Uttara,592
1352,"Block A, Bashundhara R-A, Dhaka",2400,3,3,90000,Bashundhara,73
1353,"Middle Monipur, Mirpur, Dhaka",1300,3,2,18000,Mirpur,444
1354,"East Shewrapara, Mirpur, Dhaka",900,2,2,15000,Mirpur,321
1355,"Mohammadpur, Dhaka",750,2,2,16000,Mohammadpur,461
1356,"Tajmahal Road, Mohammadpur, Dhaka",650,2,2,14000,Mohammadpur,668
1357,"Baridhara, Dhaka",2000,3,3,110000,Baridhara,59
1358,"Block G, Bashundhara R-A, Dhaka",1500,3,3,20000,Bashundhara,230
1359,"Banani, Dhaka",3200,4,4,100000,Banani,54
1360,"Goran, Khilgaon, Dhaka",650,2,2,13000,Khilgaon,340
1361,"Block F, Section 2, Mirpur, Dhaka",1250,3,3,20000,Mirpur,226
1362,"Mirpur DOHS, Mirpur, Dhaka",2200,4,4,35000,Mirpur,449
1363,"Sector 11, Uttara, Dhaka",1500,3,3,25000,Uttara,591
1364,"Sector 13, Uttara, Dhaka",1885,3,4,30000,Uttara,593
1365,"Sector 7, Uttara, Dhaka",1600,3,4,40000,Uttara,604
1366,"Gulshan 1, Gulshan, Dhaka",2000,3,3,85000,Gulshan,345
1367,"East Rampura, Rampura, Dhaka",1485,3,3,24000,Rampura,319
1368,"Uttara, Dhaka",700,2,2,12000,Uttara,695
1369,"Block C, Bashundhara R-A, Dhaka",1900,3,4,40000,Bashundhara,141
1370,"Sector 3, Uttara, Dhaka",1400,3,3,30000,Uttara,600
1371,"Uttara, Dhaka",700,2,2,14000,Uttara,695
1372,"Banani, Dhaka",2550,3,4,100000,Banani,54
1373,"Sector 3, Uttara, Dhaka",1800,3,4,70000,Uttara,600
1374,"Shantibag, Malibagh, Dhaka",1150,3,3,25500,Malibagh,618
1375,"Gandaria, Sutrapur, Dhaka",1050,3,2,15000,Sutrapur,332
1376,"Sector 9, Uttara, Dhaka",900,2,2,19000,Uttara,605
1377,"Block C, Bashundhara R-A, Dhaka",1450,3,3,28000,Bashundhara,141
1378,"Block A, Bashundhara R-A, Dhaka",2400,3,4,90000,Bashundhara,73
1379,"Banani, Dhaka",2250,3,4,100000,Banani,54
1380,"Gulshan 1, Gulshan, Dhaka",2488,4,4,85000,Gulshan,345
1381,"Dhanmondi, Dhaka",1616,3,3,45000,Dhanmondi,296
1382,"Sector 3, Uttara, Dhaka",1850,3,3,40000,Uttara,600
1383,"Gandaria, Sutrapur, Dhaka",1050,3,2,14000,Sutrapur,332
1384,"Block A, Bashundhara R-A, Dhaka",1400,3,3,26000,Bashundhara,73
1385,"Block B, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,131
1386,"Kadamtala, Bashabo, Dhaka",989,3,2,17000,Kadamtala,375
1387,"Block D, Section 10, Mirpur, Dhaka",650,2,2,12500,Mirpur,192
1388,"Sector 14, Uttara, Dhaka",1700,3,3,40000,Uttara,594
1389,"Sector 9, Uttara, Dhaka",1000,3,2,20000,Uttara,605
1390,"Block A, Bashundhara R-A, Dhaka",2400,3,3,90000,Bashundhara,73
1391,"Dhanmondi, Dhaka",1616,3,4,45000,Dhanmondi,296
1392,"Dhanmondi, Dhaka",2700,3,4,85000,Dhanmondi,296
1393,"Block G, Bashundhara R-A, Dhaka",1480,3,3,23000,Bashundhara,230
1394,"Block G, Bashundhara R-A, Dhaka",1400,3,3,23500,Bashundhara,230
1395,"Sector 1, Uttara, Dhaka",2004,3,4,50000,Uttara,589
1396,"Block D, Bashundhara R-A, Dhaka",1550,3,4,25000,Bashundhara,173
1397,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",500,2,2,15000,Badda,641
1398,"Block D, Bashundhara R-A, Dhaka",1450,3,3,19500,Bashundhara,173
1399,"Sector 13, Uttara, Dhaka",1000,2,2,22000,Uttara,593
1400,"Sector 7, Uttara, Dhaka",2350,3,3,60000,Uttara,604
1401,"Block F, Bashundhara R-A, Dhaka",1800,3,4,37500,Bashundhara,220
1402,"Block F, Bashundhara R-A, Dhaka",1800,3,4,37500,Bashundhara,220
1403,"Sector 13, Uttara, Dhaka",850,2,2,18000,Uttara,593
1404,"Block D, Bashundhara R-A, Dhaka",2250,3,4,40000,Bashundhara,173
1405,"Sector 10, Uttara, Dhaka",1550,3,3,20000,Uttara,590
1406,"East Kazipara, Mirpur, Dhaka",1100,3,3,16000,Mirpur,309
1407,"Comfort Housing, Adabor, Dhaka",800,2,2,15000,Adabor,289
1408,"Sector 12, Uttara, Dhaka",2170,4,4,90000,Uttara,592
1409,"Gulshan 2, Gulshan, Dhaka",3500,4,4,350000,Gulshan,346
1410,"Sector 4, Uttara, Dhaka",500,1,1,22000,Uttara,601
1411,"Block C, Bashundhara R-A, Dhaka",1250,3,3,24780,Bashundhara,141
1412,"Block G, Bashundhara R-A, Dhaka",880,2,2,18000,Bashundhara,230
1413,"PC Culture Housing, Mohammadpur, Dhaka",850,2,2,15500,Mohammadpur,519
1414,"West Rampura, Rampura, Dhaka",950,2,2,16000,Rampura,723
1415,"Block A, Bashundhara R-A, Dhaka",1665,3,4,30000,Bashundhara,73
1416,"Banani, Dhaka",2250,3,3,100000,Banani,54
1417,"Sector 5, Uttara, Dhaka",950,2,2,26000,Uttara,602
1418,"Gandaria, Sutrapur, Dhaka",1000,3,2,15000,Sutrapur,332
1419,"Block G, Bashundhara R-A, Dhaka",1600,4,4,70000,Bashundhara,230
1420,"Block A, Bashundhara R-A, Dhaka",2400,3,4,90000,Bashundhara,73
1421,"Sector 13, Uttara, Dhaka",1450,3,4,25000,Uttara,593
1422,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,212
1423,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",1160,3,3,18000,Mirpur,520
1424,"Gulbag, Malibagh, Dhaka",700,2,2,17000,Malibagh,344
1425,"Mohakhali, Dhaka",950,2,2,18500,Mohakhali,457
1426,"Block E, Bashundhara R-A, Dhaka",2000,4,4,31000,Bashundhara,204
1427,"Block I, Bashundhara R-A, Dhaka",1500,3,4,26000,Bashundhara,244
1428,"Banani, Dhaka",2130,3,3,60000,Banani,54
1429,"Block G, Bashundhara R-A, Dhaka",1480,4,3,28000,Bashundhara,230
1430,"Sector 5, Uttara, Dhaka",1150,3,2,23000,Uttara,602
1431,"Uttar Badda, Badda, Dhaka",1765,3,3,20000,Badda,691
1432,"Sector 13, Uttara, Dhaka",1550,3,3,70000,Uttara,593
1433,"East Rampura, Rampura, Dhaka",1336,3,3,22000,Rampura,319
1434,"Sector 11, Uttara, Dhaka",1400,3,4,22000,Uttara,591
1435,"Sector 7, Uttara, Dhaka",3000,4,4,40000,Uttara,604
1436,"Block D, Section 12, Mirpur, Dhaka",760,2,2,12000,Mirpur,194
1437,"Mohammadia Housing Society, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,460
1438,"Pallabi Extension, Pallabi, Mirpur, Dhaka",1200,3,2,15000,Mirpur,523
1439,"Block I, Bashundhara R-A, Dhaka",800,2,2,20000,Bashundhara,244
1440,"Block I, Bashundhara R-A, Dhaka",1550,3,3,20000,Bashundhara,244
1441,"Gulshan 2, Gulshan, Dhaka",2800,4,4,100000,Gulshan,346
1442,"Block D, South Banasree Project, Banasree, Dhaka",600,2,2,10000,Banasree,198
1443,"Sector 10, Uttara, Dhaka",1200,3,3,18000,Uttara,590
1444,"Sector 7, Uttara, Dhaka",2300,4,4,75000,Uttara,604
1445,"Nadda, Dhaka",850,2,2,15000,Nadda,474
1446,"Sector 11, Uttara, Dhaka",900,2,2,17500,Uttara,591
1447,"Chowdhuripara, Khilgaon, Dhaka",750,2,2,16000,Khilgaon,287
1448,"South Doniya, Doniya, Shyampur, Dhaka",900,3,2,12000,Shyampur,645
1449,"Sector 4, Uttara, Dhaka",800,2,2,20000,Uttara,601
1450,"Block I, Bashundhara R-A, Dhaka",1600,3,3,20000,Bashundhara,244
1451,"Sector 5, Uttara, Dhaka",1250,3,2,22500,Uttara,602
1452,"Block B, Bashundhara R-A, Dhaka",3000,4,4,45000,Bashundhara,107
1453,"Block A, Bashundhara R-A, Dhaka",1888,3,4,50000,Bashundhara,73
1454,"Gulshan 2, Gulshan, Dhaka",2500,4,4,65000,Gulshan,346
1455,"Gulshan 2, Gulshan, Dhaka",2800,4,4,140000,Gulshan,346
1456,"Baridhara DOHS, Dhaka",2600,4,4,90000,Baridhara,58
1457,"Block G, Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara,230
1458,"Sector 12, Uttara, Dhaka",1650,3,3,45000,Uttara,592
1459,"Block D, Bashundhara R-A, Dhaka",850,2,2,22000,Bashundhara,173
1460,"Sector 4, Uttara, Dhaka",1100,2,2,20000,Uttara,601
1461,"Block I, Bashundhara R-A, Dhaka",950,2,2,23000,Bashundhara,244
1462,"Block B, Bashundhara R-A, Dhaka",1785,3,4,35000,Bashundhara,107
1463,"Dhanmondi, Dhaka",1850,3,3,40000,Dhanmondi,296
1464,"Block F, Bashundhara R-A, Dhaka",2000,4,4,35000,Bashundhara,220
1465,"Sector 3, Uttara, Dhaka",1600,3,3,40000,Uttara,600
1466,"Sector 9, Uttara, Dhaka",900,2,2,20000,Uttara,605
1467,"Sector 10, Uttara, Dhaka",1350,3,3,20000,Uttara,590
1468,"Block C, Bashundhara R-A, Dhaka",2150,3,4,35000,Bashundhara,141
1469,"Block G, Bashundhara R-A, Dhaka",1390,3,3,25000,Bashundhara,230
1470,"Baitul Aman Housing Society, Adabor, Dhaka",1180,3,3,18000,Adabor,51
1471,"Block G, Bashundhara R-A, Dhaka",1500,3,3,26000,Bashundhara,230
1472,"Block D, Bashundhara R-A, Dhaka",1400,3,3,30000,Bashundhara,173
1473,"Bashundhara R-A, Dhaka",750,2,2,16000,Bashundhara,62
1474,"Block G, Bashundhara R-A, Dhaka",1500,3,4,24000,Bashundhara,230
1475,"Block D, Bashundhara R-A, Dhaka",2200,3,4,38000,Bashundhara,173
1476,"Block C, Bashundhara R-A, Dhaka",2020,4,4,40000,Bashundhara,141
1477,"Sector 11, Uttara, Dhaka",950,2,2,18000,Uttara,591
1478,"Block D, Bashundhara R-A, Dhaka",2440,3,4,45000,Bashundhara,173
1479,"Gulshan 2, Gulshan, Dhaka",2400,3,3,120000,Gulshan,346
1480,"Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur,461
1481,"Sector 11, Uttara, Dhaka",900,2,2,17200,Uttara,591
1482,"Sector 7, Uttara, Dhaka",1000,2,2,20000,Uttara,604
1483,"Sector 14, Uttara, Dhaka",900,2,2,22000,Uttara,594
1484,"Dhanmondi, Dhaka",1250,3,3,35000,Dhanmondi,296
1485,"Sector 6, Uttara, Dhaka",1600,3,3,25000,Uttara,603
1486,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur,26
1487,"Mohakhali DOHS, Dhaka",2200,3,3,42000,Mohakhali,456
1488,"Middle Monipur, Mirpur, Dhaka",800,2,2,12000,Mirpur,444
1489,"Uttara, Dhaka",700,2,2,14000,Uttara,695
1490,"Gulshan 2, Gulshan, Dhaka",3500,4,4,350000,Gulshan,346
1491,"Block D, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,15000,Adabor,185
1492,"Gandaria, Sutrapur, Dhaka",800,2,2,16000,Sutrapur,332
1493,"Sector 14, Uttara, Dhaka",1200,3,3,22800,Uttara,594
1494,"Banani, Dhaka",1850,3,3,55000,Banani,54
1495,"Sector 13, Uttara, Dhaka",950,3,2,18500,Uttara,593
1496,"Block A, Bashundhara R-A, Dhaka",1450,4,3,24000,Bashundhara,73
1497,"Gulshan 2, Gulshan, Dhaka",3800,4,5,220000,Gulshan,346
1498,"Sector 12, Uttara, Dhaka",1550,3,4,59000,Uttara,592
1499,"Sector 10, Uttara, Dhaka",1600,3,4,30000,Uttara,590
1500,"East Maniknagar, Maniknagar, Dhaka",700,3,2,12000,Maniknagar,313
1501,"Block I, Bashundhara R-A, Dhaka",2200,3,5,30000,Bashundhara,244
1502,"Block F, Bashundhara R-A, Dhaka",1800,3,4,25000,Bashundhara,220
1503,"Shantibag, Malibagh, Dhaka",1052,3,3,22500,Malibagh,618
1504,"Gandaria, Sutrapur, Dhaka",600,2,1,10500,Sutrapur,332
1505,"Gandaria, Sutrapur, Dhaka",600,2,1,9000,Sutrapur,332
1506,"Gandaria, Sutrapur, Dhaka",1000,3,2,16000,Sutrapur,332
1507,"Sector 7, Uttara, Dhaka",2200,4,4,50000,Uttara,604
1508,"Block G, Bashundhara R-A, Dhaka",1600,3,3,25000,Bashundhara,230
1509,"Baridhara, Dhaka",4138,4,4,160000,Baridhara,59
1510,"Block D, Bashundhara R-A, Dhaka",1550,3,3,25000,Bashundhara,173
1511,"Banani, Dhaka",3000,4,5,75000,Banani,54
1512,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",1400,3,4,20000,Mirpur,180
1513,"Sector 1, Uttara, Dhaka",1235,3,3,35000,Uttara,589
1514,"Sector 14, Uttara, Dhaka",600,2,2,18100,Uttara,594
1515,"Mohammadi Housing LTD., Mohammadpur, Dhaka",500,1,1,9000,Mohammadpur,459
1516,"Sector 3, Uttara, Dhaka",1850,3,3,45000,Uttara,600
1517,"Sector 13, Uttara, Dhaka",900,1,1,12000,Uttara,593
1518,"Pallabi Extension, Pallabi, Mirpur, Dhaka",1000,2,2,15000,Mirpur,523
1519,"Sector 6, Uttara, Dhaka",2100,3,4,60000,Uttara,603
1520,"Sector 6, Uttara, Dhaka",2100,3,4,60000,Uttara,603
1521,"Sector 6, Uttara, Dhaka",2100,3,4,60000,Uttara,603
1522,"Sector 6, Uttara, Dhaka",2100,3,4,60000,Uttara,603
1523,"Sector 6, Uttara, Dhaka",2100,3,4,60000,Uttara,603
1524,"Sector 6, Uttara, Dhaka",2100,3,4,60000,Uttara,603
1525,"Sector 6, Uttara, Dhaka",2100,3,4,60000,Uttara,603
1526,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1050,3,2,16000,Mohammadpur,125
1527,"Taltola, Khilgaon, Dhaka",900,3,2,20000,Taltola,675
1528,"Block A, Bashundhara R-A, Dhaka",2250,3,4,35000,Bashundhara,73
1529,"Sector 5, Uttara, Dhaka",1700,3,3,40000,Uttara,602
1530,"Sector 14, Uttara, Dhaka",1650,3,3,48000,Uttara,594
1531,"Block I, Bashundhara R-A, Dhaka",1250,3,3,25000,Bashundhara,244
1532,"Block A, Mohanagar Housing, West Rampura, Rampura, Dhaka",1700,3,3,35000,Rampura,88
1533,"Sector 3, Uttara, Dhaka",1800,3,3,55000,Uttara,600
1534,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur,519
1535,"Sector 1, Uttara, Dhaka",1235,3,3,35000,Uttara,589
1536,"Mirpur, Dhaka",950,3,2,11000,Mirpur,451
1537,"Banani, Dhaka",2570,3,4,70000,Banani,54
1538,"Sector 14, Uttara, Dhaka",900,2,2,15000,Uttara,594
1539,"Sector 4, Uttara, Dhaka",2000,3,4,55000,Uttara,601
1540,"PC Culture Housing, Mohammadpur, Dhaka",1700,4,4,32000,Mohammadpur,519
1541,"Sector 6, Uttara, Dhaka",2100,3,4,60000,Uttara,603
1542,"Block B, Bashundhara R-A, Dhaka",1800,3,4,30000,Bashundhara,107
1543,"Block I, Bashundhara R-A, Dhaka",1250,3,3,25000,Bashundhara,244
1544,"Block F, Bashundhara R-A, Dhaka",2800,4,5,70000,Bashundhara,220
1545,"Block D, Bashundhara R-A, Dhaka",1200,3,3,24000,Bashundhara,173
1546,"Sector 3, Uttara, Dhaka",1850,3,3,60000,Uttara,600
1547,"Sector 9, Uttara, Dhaka",1600,3,3,30000,Uttara,605
1548,"Sector 2, Block H, Aftab Nagar, Dhaka",1250,3,3,16000,Aftab Nagar,599
1549,"Mohammadi Housing LTD., Mohammadpur, Dhaka",950,3,2,15000,Mohammadpur,459
1550,"Block D, Bashundhara R-A, Dhaka",1450,3,3,27000,Bashundhara,173
1551,"Gulshan 1, Gulshan, Dhaka",2800,4,4,100000,Gulshan,345
1552,"Block B, Section 12, Mirpur, Dhaka",1400,3,3,23000,Mirpur,132
1553,"Sector 6, Uttara, Dhaka",2100,3,4,60000,Uttara,603
1554,"Banani, Dhaka",2450,3,4,100000,Banani,54
1555,"Block J, Bashundhara R-A, Dhaka",1100,3,2,19000,Bashundhara,247
1556,"Block D, Bashundhara R-A, Dhaka",2100,3,4,40000,Bashundhara,173
1557,"Ullan, Rampura, Dhaka",1250,3,3,21000,Rampura,689
1558,"Banani, Dhaka",2400,4,4,120000,Banani,54
1559,"Banani, Dhaka",2200,3,4,80000,Banani,54
1560,"Sector 13, Uttara, Dhaka",950,2,2,17000,Uttara,593
1561,"Block A, Section 11, Mirpur, Dhaka",1250,3,3,25000,Mirpur,98
1562,"Sector 13, Uttara, Dhaka",1000,2,2,22000,Uttara,593
1563,"Tejgaon, Dhaka",900,2,2,18000,Tejgaon,677
1564,"Sector 12, Uttara, Dhaka",2595,3,3,60000,Uttara,592
1565,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,13500,Mohammadpur,519
1566,"Sector 13, Uttara, Dhaka",1450,3,3,23000,Uttara,593
1567,"Sector 14, Uttara, Dhaka",900,2,2,19000,Uttara,594
1568,"Block G, Bashundhara R-A, Dhaka",1550,3,3,25000,Bashundhara,230
